,category,text
1979,business,india maruti see profit jump india big carmak maruti report sharp increas quarterli profit boom economi low interest rate boost demand net profit surg bn rupe m £ m last three month compar bn rupe year earlier total sale bn rupe period maruti account half india domest car sale lure consum cheap fuel effici vehicl demand india also driven poor state public transport low level car ownership analyst say figur show eight peopl per thousand car owner maruti beat market expect despit increas raw materi cost compani major own japan suzuki say increas steel raw materi price partial offset cost cut sale fiscal third quarter includ van util vehicl rise unit maruti compani benefit indian econom growth give consum great spend power util vehicl tractor maker mahindra report rise net profit last three month profit bn rupe compar m rupe year earlier
1980,tech,mobil bet pocket offic mobil launch late pocket offic third gener g devic also built wi fi high speed wireless net access unlik devic user check high speed network avail transfer data devic select fast one mda iv releas summer upgrad compani exist smartphon g wi fi mda iii reflect push mobil firm devic like mini laptop devic display swivel angl use like small comput convent clamshel phone microsoft mobil phone two camera qwerti keyboard reflect design similar one model releas year motorola mpx one five european worker alreadi mobil mean spend signific time travel offic rene obermann mobil chief execut told press confer gsm trade show cann ad need offic offic mobil say see increas take call offic pocket devic mda sell europ alreadi respons demand mobil also say would ad late phone shape blackberri mobil rang reflect grow need connect outsid offic announc would introduc flat fee £ month wi fi tariff peopl uk use wi fi hotspot say would nearli doubl number hotspot place wi fi access avail global also announc instal high speed wi fi certain train servic uk london brighton servic provid commut fast net connect servic develop southern train nomad digit provid technolog begin free trial train rout earli march end april full servic set follow summer wi fi access point connect wimax wireless network faster wi fi run alongsid train track brian mcbride manag director mobil uk say see grow trend busi user need access e mail secur move abl offer maintain constant data session entir journey say someth similar train wi fi servic offer gner train offer yet mr obermann ad mobil industri gener still grow mani opportun servic would bear fruit mobil compani futur thousand mobil industri expert gather cann franc gsm run februari
1981,business,minist hit yuko sale russia renationalis energi industri need revers senior govern figur warn economi minist german gref told kommers newspap direct state involv oil unjustifi comment follow sale much oil giant yuko cover back tax deal effect take firm asset public ownership decemb anoth senior econom advis call sale swindl centuri yuganskneftegaz unit produc yuko output seiz sell decemb less bn previous unknown firm call baikal baikal promptli pas hand state control firm rosneft shortli merg state ga giant gazprom use see street hustler kind thing andrei illarionov econom advis presid vladimir putin told press confer offici within day strip respons mr gref well know oppon nationalis competit part market keen distanc mr iliaronov comment privatis compani yuko s badli handl say stress govern need get oil think rosneft yuganskneftegaz becom state own compani must privat say today govern ineffect state compani result overwhelm part ineffect well warn use back tax deal firm like yuko techniqu appli kremlin sever firm mistak follow logic nationalis busi say mani larg russian compani particularli energi sector use complex web offshor compani avoid tax mr gref also pour cold water presid putin promis doubl econom growth within decad assault yuko asset wide blame slowdown econom growth recent month task simpli doubl gdp instead use gdp qualit improv peopl live mr gref told kommers need simpli increas gdp improv structur instead focus headlin growth figur russia need focu well institut effici less corrupt court system
1982,tech,game world finish doom half life halo worri host game gem set releas world warcraft u recept game develop blizzard huge enthusiast titl top competitor area life eat high fantasi massiv multiplay role player game solid diver access visual strike may well open genr like never noth el develop vast loyal commun releas februari pc ico work titl ico remain benchmark p game titl take player uniqu atmospher artist world adventur spiritu sequel visual echo origin promis expand ico world hero wanda take seri giant know work titl wanda colossu releas date confirm p legend zelda charismat cel imageri scrap favour dark detail aesthet realism quit right word connect ocarina time link resum teenag incarn though enemi element move look familiar impress trailer releas horseback adventur across vast land promis releas date confirm gamecub advanc war d uk nintendo d launch line still confirm time write titl exploit two screen touch capac like wariowar touch sega feel magic make strong impress territori person wait late advanc war franchis ice cake nintendo handheld game past year releas date confirm d l k e r follow high spec footstep far cri half life look like key upcom pc first person shooter role play element fact inspir part andrei tarkovski enigmat masterpiec stalker set disast zone world decay mutat make intrigu releas march pc metal gear solid snake eater hideo kojima seriou stealth featur action soviet control jungl game see snake surviv wit jungl includ eat wildlif expect cinemat cut scene polish product valu releas march p dead aliv ultim tecmo team ninja back retool revamp version dead aliv big big deal though playabl xbox live releas march xbox knight old republ ii look set build acclaim origin star war role play game new charact new forc power new set moral decis despit differ develop releas februari xbox pc
1983,sport,offici respond court row australian tenni top offici defend australian open court melbourn park critic play surfac lleyton hewitt hewitt say gut tri persuad make surfac faster tenni australia geoff pollard reject comment ask make faster last year knowledg faster say spent substanti amount money modif make faster hewitt get past fourth round melbourn seven attempt earlier say surfac worthi prestigi tournament say would play whatev surfac order chanc win tournament start januari pollard say surfac speed sinc last year tournament follow complaint sever australian player refus accept melbourn surfac may bear hewitt perform year lleyton prove versatil surfac say faster last year faster one lleyton beat roger feder davi cup
1984,sport,llewellyn plan wale retir wale record cap holder gareth llewellyn retir test rugbi end six nation veteran lock end februari told bbc wale scrum v time bring curtain cap wale career llewellyn one season deal french club side narbonn say may consid retir rugbi know next year whether carri play make chang career llewellyn say narbonn realli keen stay next year get decid whether stay mayb go somewher el ultimit coach like end do coach award everyth respect hope get chanc somewher fellow lock robert sidoli brent cockbain score tri saturday six nation win itali wale coach mike ruddock prefer starter second row resurg dragon ian gough adapt lock cum flanker jon thoma bench llewellyn yet make match day squad six nation campaign former neath osprey player still target one last out red shirt get field brilliant although boy realli well plea llewellyn ad realli tough year wale player hell lot sometim easy thing would throw towel walk away u dug realli nice see boy get reward go retir end last six nation even told boy squad mike ruddock ask carri anoth season do still part squad still tri help much llewellyn make wale debut new zealand year old caught selector eye black tour match neath ft in player look back sinc go break neil jenkin wale cap record june loss argentina lot high win six nation beat england great tour see fantast countri llewellyn say think best thing time spent player met great guy rugbi make great friend bit strang intern day find somewher watch wale play least might time get golf handicap llewellyn captain neath seven season integr part neath swansea osprey region side first season osprey build futur llewellyn eventu forc look franc employ dig heel contract negoti insist must allow play wale
1985,politics,ban hunt come forc fox hunt dog illeg england wale ban activ come forc overnight law face stiff test weekend countrysid allianc say mani hunt forc chief polic offic spokesman nigel yeo say expect peopl would obey law drag hunt chase fox shoot say polic would challeng one two isol hunt threaten break law simon hart countrysid allianc question polic ensur violat definit legal illeg hunt blur polic ask make imposs judgement hunt rat mous rabbit hare artifici scent real one say attorney gener lord goldsmith far issu instruct polic deal hunter violat law say consult director public prosecut polic near futur decid measur take regard hunt prosecut reject blanket polici enforc ban hous lord consid legal john cooper barrist chairman leagu cruel sport say anti hunt lobbi expect author prosecut wherev clear evid illeg hunt practic say polic acknowledg duti investig alleg hunt offenc beaufort hunt one pack thursday promis hunt weekend new law hunter number legal option avail well abl mount hunt artifici scent still legal hunt flush fox long shoot quarri rather set hound go away keep hound go keep commun go end come back hunt hunt legal hunt master captain ian farquhar say toni bank labour mp west ham say issu would soon disappear peopl year time wonder say govern prevar sinc introduc ban hunt dog would pas histori like former countri pursuit otter hunt badger bait let elect decid conserv make clear get elect govern restor hunt say
1986,politics,uk set cut back embassi nine oversea embassi high commiss close effort save money uk foreign secretari jack straw announc bahama east timor madagascar swaziland among area affect big shake diplomat servic year diplomat post turn local staff mr straw say move would save £m year free cash prioriti fight terror honorari consul appoint area affect embassi closur nine consul consul gener also close mostli europ america includ dalla u bordeaux franc oporto portug local staff replac uk represent anoth chang due put place end save make cut staff run cost money use fund redund payment write statement mr straw say save make help underpin high prioriti work line foreign commonwealth offic strateg prioriti includ counter prolifer counter terror energi climat chang save also redeploy strateg prioriti work within certain region close post africa instanc plan creat new job cover issu across region new post nairobi help support work climat chang one nigeria cover energi one pretoria cover region issu gener well cover maseru mbaban foreign offic current uk base staff open major new mission baghdad basra iraq kabul afghanistan pyongyang north korea sinc respons govern say chang need sinc oversea post close exclud wednesday cut new embassi consul open shake aim help make £m effici save chancellor demand govern depart make similar save shadow foreign secretari michael ancram say constant need ensur valu money foreign mission govern must give far clearer reason make dramat chang announc must show british commerci interest interest briton abroad advers affect say
1987,politics,torus unveil quango blitz plan plan abolish quango unveil conserv part effort show govern red tape cut six govern unit would also scrap propos torus say would save £ bn among target strateg health author new fair access regul univers torus frontbench john redwood say britain need slimmer govern low tax competit plan would abolish region assembl region bodi board tackl industri develop hous power would return elect local council nation govern torus say strateg health author need well local peopl rather offici run hospit surgeri announc plan mr redwood say mr blair forgotten interest taxpay broken pledg make far improv public servic spend taxpay money quango lead bureaucrat regul high tax parti leader michael howard argu chang direct need get grip spend labour creat two britain britain forgotten major bureaucrat britain say real world peopl work harder stand still see pension knock six squeez extra tax forgotten major pay price bureaucrat britain govern announc plan cut civil servant part effici drive chief secretari treasuri paul boateng attack torus plan conserv commit cut labour public spend plan massiv £ billion say cut scale can not found cut bureaucraci would requir massiv cut front line public servic school hospit polic liber democrat say would cut number whitehal depart make sure money reach frontlin servic
1988,sport,wilkinson miss ireland match england take ireland six nation without captain goal kicker jonni wilkinson accord newcastl bos rob andrew wilkinson target februari match intern comeback miss england least goal kick jonni fit yet falcon chief andrew told bbc radio five live fit dublin doubt might fit scotland itali year old play england sinc world cup final success injuri england lose three six nation game row wast half time lead defeat franc goal kicker charli hodgson olli barkley miss six penalti attempt drop goal probabl get two best english kicker premiership hodgson barkley ad andrew former england fli half goal kicker pretti good kicker charli good kicker week week pressur unfortun england handl pressur moment andrew also blame england poor run recent result lack leadership side follow sever high profil retir injuri leadership would see martin johnson lawrenc dallaglio jonni obvious huge loss leadership import situat say think realli difficult jason robinson lead side effect full back meanwhil former england full back dusti hare put england mistak lack mental tough jonni wilkinson prove cool custom around kick success rate hare told bbc radio five live natur born tough come well practic abl shut outsid element concentr put ball post hodgson excel kick record club side sale shark introduc crowd nois practic routin late top golfer hit fairway everi time goal kick hare ad need mental tough well put ball great goal kicker like jonni wilkinson come along rare
1989,sport,hodgson shoulder england blame fli half charli hodgson admit wayward kick play big part england defeat franc hodgson fail convert three penalti also miss rel easi drop goal attempt would give england late win disappoint result hodgson say hard take someth get come back strong train good happen hodgson reveal olli barkley take three penalti rang centr could convert opportun either particularli drop goal late good strike ad felt soon hit boot miss disappoint must recov andi robinson say would keep work kick squad howev england coach ad would take posit defeat go play play good rugbi franc do say game kick penalti m line frustrat lad show lot ambit first half go sustain second build take ball contact know lotteri whether refere go give penalti side side lose game fine line win lose second week wrong side line hurt england go half time lead fail score second half dimitri yachvili slot four penalti franc overhaul deficit england skipper jason robinson admit side fail cope franc improv second half display control game first half knew would come tri everyth half time say make lot mistak second half punish u take chanc come disappoint last week lose two point one point
1990,politics,torus oppos hour drink torus say plan extend pub open time put hold bing drink control despit back law chang last year spokesman david davi say minist fail make parti awar concern among senior polic plan would caus anti social behaviour nott polic chief steve green say innoc peopl would suffer cultur secretari tessa jowel say delay would disastr accus torus opportun govern would go ahead chang would give polic power tackl excess drink ad earlier chief constabl green question offic would abl practic appli power allow shut problem premis look market squar nottingham fight take place licens premis go lay responsibilti door ask bbc radio world one programm warn drink establish allow open three four morn polic would take offic day shift order job effect night earlier year royal colleg physician say oppos plan extend drink hour alreadi epidem bing drink minist richard caborn say govern tackl caus symptom problem allow power close problem premis hope allow pub club stay open longer stagger close time end current situat drinker spill street earlier toni blair defend plan critic one backbench view clear flexibl countri come realli hard abus freedom show respons told mp law abid major want abil go cinema theatr say drink time want inconvenienc restrict citi europ order someth tini minor abus alcohol go fight caus disturb take away abil popul even vast major law abid view sensibl week judg claim easi access drink breed urban savag turn town centr go area judg charl harri qc make remark sentenc three men assault carri drunk high drug night
1991,politics,faith school citizenship warn school must improv qualiti citizenship lesson social cohes democraci suffer say educ watchdog independ faith school singl ofst chief david bell enough promot wider tenet british societi mr bell say muslim jewish evangel christian school must intoler intoler diver certainli must mean segreg separ say mr bell speech call much great effort type school teach citizenship accompani survey show young peopl knew littl polit enthusiasm find badli taught citizenship lesson previous criticis mr bell speech hansard societi warn fail pas understand democraci public servic share valu highlight particular concern citizenship grow number independ faith school say includ muslim evangel christian jewish school mr bell express concern school teach child enough common heritag need promot principl mutual toler social inclus worri mani young peopl educ faith base school littl appreci wider respons oblig british societi say mr bell ofst chief say forthcom annual report would make particular refer muslim school mani must adapt curriculum ensur provid pupil broad gener knowledg public institut servic england help acquir appreci respect cultur way promot toler harmoni mr bell say question religion cultur ident tricki issu argu must allow recognit diver becom apathi face challeng coher nation would go say awar common heritag british citizen equal law enabl u assert confid intoler intoler illiber attitud valu demean place certain section commun woman peopl live non tradit relationship say mr bell
1992,tech,u peer peer pirat convict first convict piraci peer peer network hand u new yorker william trowbridg texan michael chicoin plead guilti charg infring copyright illeg share music movi softwar two men face charg follow raid august suspect pirat fbi pair face jail term five year £ fine statement u depart justic say two men oper central hub piraci commun organis across direct connect peer peer network piraci group call underground network membership demand user share one gigabyt file direct connect allow user set central server act co ordin spot sharer user would swap file film music exchang data network investig fbi agent reportedli download movi softwar program game sound record five hub make large piraci group raid organis umbrella oper digit gridlock aim fight crimin copyright theft peer peer network total six raid carri august five home suspect copyright thiev one net servic firm depart justic say men plead guilti one count conspiraci commit feloni copyright infring also plead guilti act commerci advantag two men due sentenc april
1993,business,parmalat bank bar su bank america ban su parmalat food group go bust account scandal bank along investor auditor group manag want damag victim fraud hand italian firm judg bar bank america two auditor case bank italaudit formerli italian arm auditor grant thornton face lawsuit possibl prosecut second auditor deloitt touch also ban case grant thornton rid italian unit centr case still permit sue consob itali stock market regul hundr small investor parmalat new manag parmalat collaps decemb emerg bn euro bn £ bn supposedli held bank american offshor account fact exist
1994,sport,mourinho plot impress cours chelsea win fulham confirm posit premiership summit prove everyth place mount seriou challeng front season get strength depth great player outstand manag jose mourinho financ club world match need add big prize know difficult part one thing certain put posit make leap success impress inde beat tough everton stamford bridg newcastl carl cup fulham great result give show good form say win major honour hardest task mourinho manag make whole lot easy handl anticip expect come way mourinho big club prize champion leagu track record confid transmit top player priceless commod one anyth highli impress mourinho regard touch arrog peopl mayb appear way silverwar back talk mourinho simpli talk good game big game champion leagu final porto may criticis talk word back action also found realist whenev heard spent lot money seem work rememb lot manag spent money work buy integr arjen robben player give extra dimens earli game slaughter defens tactic yet win game can not win titl earli season certainli lose point board vital also thought critic harsh even though score goal creat chanc hat take chanc doubl threat robben damien duff thing look good wonder lack predat particularli didier drogba injur start look part sidelin feel chelsea ruud van nistelrooy would even safe bet titl chelsea also tool go far champion leagu felt would never well chanc last season swept europ far season interest see mourinho prioritis thing life make easy size chelsea squad say believ chelsea would win leagu season even arsen fli start see noth make chang mind anyth see confirm earli impress chelsea would take encourag arsen rocki defens display spur even though ran winner mourinho say game complain five four hockey score footbal score three three train match score reach send player back dress room defend properli get result like game disgrac seriou note game mere confirm import sol campbel arsen much critic aim pascal cygan believ problem lie absenc campbel overal effect arsen defenc confid crucial factor defend start conced goal suddenli get chill bone everi time ball come penalti area think oh find bad fear confirm arsen need revers process without campbel get clean sheet board return campbel key solidifi unit pace power air deck vastli experienc calm influenc around campbel pull togeth back get defenc play unit chelsea problem present would still place money edg arsen champion season
1995,sport,cole refus blame van persi ashley cole refus blame robin van persi leav arsen fulli fit striker fa cup fifth round replay sheffield unit van persi suspend alongsid denni bergkamp jose antonio rey sent southampton arsen numer advantag thierri henri rule achil tendon injuri cole say one put blame robin someth happen spur moment cole ad do hope blame anyth cours learn sent coupl time one thing go bit crazi one two second freddi ljungberg like use emerg strike role partner either arturo lupoli quinci owusu abeyi jeremi aliadier gunner bos arsen wenger say freddi option need second striker decid whether aliadier quinci lupoli start front three involv arsen also without winger robert pire sustain ankl injuri st mari wenger ad look like anyth fractur good ankl sprain look like pire readi two three week
1996,sport,brentford v southampton griffin park tuesday march gmt barri knight kent home manchest unit quarter final midfield andrew frampton striker deon burton slight doubt hamstr injuri fit saint miss entir first choic midfield jami redknapp graem le saux nigel quashi david prutton ander svensson matt oakley like replac kevin phillip also schedul start henri camara rest brentford bos martin allen conced eight goal last three match admit confid doubt underdog defend poorli recent look good southampton drawn premiership champion make task harder alreadi southampton bos harri redknapp know give u problem brentford do well premiership side well player stay premiership prioriti want win cours battl come footbal match think win key match stat brentford low rank club left fa cup best run competit sinc reach quarter final fourth time histori year ago carrot plum draw last eight dangl victori premiership struggler southampton would bring mighti manchest unit griffin park gigant pay day sole leagu one survivor martin allen brave side come back two goal st mari earn deserv replay southampton striker henri camara score twice close rang put saint command isaiah rankin hit back half time sam sodj head past creaki defenc minut london conced six goal two subsequ leagu out three lose away hartlepool draw home sheffield wednesday lose six leagu cup game home turf win three draw three sinc revers torquay box day southampton go tie back event premiership match arsen saturday angri david prutton push refere alan wiley show red card side still come back draw saint fourth stalem success competit lift releg zone retent ever present premier leagu statu must number one prioriti irrespect reward success brentford would bring victori would set repeat final saint astound footbal world defeat tommi docherti manchest unit courtesi bobbi stoke famou winner also knock red devil penalti fourth round write anoth chapter fa cup histori solent side must avoid succumb low divis opposit first time sinc rotherham second level beat third round tie millmoor januari southampton last humbl club third tier six year ago fulham second divis third round replay craven cottag januari get within two match second visit millennium stadium three year final harri redknapp must guid side past club place inferior leagu ladder manag year junior play west ham head head th leagu one quarter final four time th prem winner
1997,sport,clijster set februari return tenni star kim clijster make return career threaten injuri antwerp wta event februari kim consid return action pari februari statement websit say decid risk final phase recoveri goe well kim make return februari year old play sinc last octob aggrav wrist injuri belgian open back doctor treat belgian fear career may player alreadi endur oper earlier season cure wrist problem hope come back pessimist say bruno willem clijster also due marri fellow tenni star lleyton hewitt februari pair split privat reason back octob
1998,business,cannabi hope drug firm prescript cannabi drug make uk biotech firm gw pharmaceut set approv canada drug use treat central nervou system allevi symptom multipl sclerosi m week ago share gw pharma lose third valu uk regul say want evid drug benefit canadian author say sativex drug consid approv approxim peopl canada diagnos m peopl suffer condit uk mani patient alreadi smoke cannabi reliev symptom gw pharma sativex mouth spray could legal avail m suffer canada within next month first time cannabi base drug approv anywher world repres landmark gw pharma patient m final approv canada littl formal analyst say compani expect full approv sativex earli delight receiv qualifi notic health canada look forward receiv regulatori approv sativex canada earli part say gw pharma execut chairman dr geoffrey guy uk govern grant gw pharma licenc grow cannabi plant medic research purpos satifex consist cannabi extract contain tetrahydrocannabinol cannabidiol cocktail also prove effect treat patient arthriti thousand plant grown secret locat somewher english countrysid despit hope regulatori approv last year seri delay put back sativex launch uk late news sent share gw pharma p p
1999,sport,mcleish readi critic ranger manag alex mcleish accept go criticis disastr uefa cup exit hand auxerr ibrox wednesday mcleish told bbc radio five live pole posit get next stage blew absolut blew use buri head sand know go get lot critic take do past must bounc back mcleish admit team defend amateurish watch lose guy roux french side disappoint give chanc lose first goal corner amateur ad earli goal second half give u mountain climb never creat kind chanc first half difficult take posit game let fan
2000,business,oil compani get russian setback intern oil mine compani react cautious russia decis bar foreign firm natur resourc tender u oil giant exxon say plan take part new tender project previous sign preliminari agreement miner highland gold say regret limit privatis bp big investor declin comment firm least russian own permit bid feder natur resourc agenc say govern interest let russian compani develop strateg resourc foreign ownership issu dealt accord russia competit law natur resourc minist yuri trutnev quot say interfax news agenc detail give mr trutnev suggest russia may decid case case basi observ say move may repres shift polici administr vladimir putin put protect nation interest free market dynam russia recent wrest back control larg chunk oil industri stock market list compani yuko move prompt call outrag mani investor analyst warn still earli draw mani conclus new set propos compani echo sentiment say would requir inform ring alarm bell good understand say al breach economist ub brunswick invest climat stabl much import foreign cours would like free entri end world number nation includ mexico saudi arabia kuwait protect nation resourc foreign firm surpris observ sinc collaps commun russia court foreign invest bp spent bn creat russian regist oil compani tnk bp partnership develop sakhalin petroleum field state own rosneft exxon world large oil compani sign preliminari agreement develop sakhalin field compani spokesman glenn waller say exxon still consid deal valid despit russia invit new offer land block accord mr waller exxon plan bid new tender anyway regret ministri take decis say ivan kulakov deputi chairman highland gold mine firm motto bring russia gold market would shame neg impact invest climat firm link invest russia includ franc total u base chevrontexaco miner barrick gold
2001,business,china continu rapid growth china economi expand breakneck faster predict well news may mean limit invest lend beij tri take economi boil china suck raw materi energi feed expans could knock effect rest world overheat offici point industri growth slow servic provid much impetu growth industri output main target govern effort impos curb credit invest previou year still consum price rise faster ad concern sharp rise produc price could stoke inflat overal invest fix asset still high previou year although way peak see first quarter result could high interest rate china rais rate percentag point first hike nine year octob despit appar rebalanc economi overal growth pictur remain strong economist say sign slowdown say tim congdon economist ing bare china economi gather speed thank domest demand also soar sale oversea figur releas earlier year show export six year high part impetu come rel cheap yuan china currenc govern keep peg close rate u dollar much chagrin mani u lawmak blame china lose job competit despit urg ea peg offici insist long way readi make shift market set rate need good feasibl plan formul plan also need time nation bureau statist chief li deshui told reuter hope make fortun specul renminbi revalu succeed make profit
2002,business,salari scandal cameroon cameroon say widespread corrupt financ ministri cost bn cfa franc m £m month offici accus either award extra money claim salari non exist worker prime minist ephraim inoni vow tackl corrupt come offic last year say found guilti would face tough punish scam believ begin prime minist offic say alleg fraud uncov investig payrol ministri certain case staff say lie rank delay retir order boost earn prime minist offic say auditor found irregular career structur certain civil servant ad staff question appear receiv unearn salari boost payrol fide nanga journalist base cameroon capit yaound say govern consid take crimin action found guilti forc repay money owe prime minist give instruct exemplari penalti mete accus accomplic found guilti told bbc network africa programm mr inoni launch anti corrupt drive decemb foreign investor criticis lack transpar countri public financ one initi design improv effici civil servant arriv late work lock offic govern intend carri audit payrol govern ministri report compil anti corrupt bodi transpar intern graft say pervas cameroon
2003,business,mild winter drive u oil u oil price fall driven forecast mild winter den popul northeast light crude oil futur fell barrel new york mercantil exchang nymex lose five day nonetheless u crude still expens begin boost grow demand bottleneck refineri trader ignor possibl effect asia tidal wave global suppli instead focu u consumpt heavili influenc short term weather revis milder temperatur inclin think push low test rang say john bradi abn amro market definit feel defens statist releas last week show stockpil oil product u risen indic sever suppli disrupt may aris winter bar seriou incid oil price broken record top barrel one point driven welter worri unrest iraq saudi arabia rise demand suppli bottleneck london intern petroleum exchang remain close christma holiday
2004,sport,johansson take adelaid victori second seed joachim johansson second career titl win taylor dent australian hardcourt championship adelaid swede make graft american dent surviv three break point fifth game match johansson get breakthrough sublim backhand return winner second set ea first tournament win memphi help leap th world rank number afterward dent say rate u open semi finalist johansson top contend australian open start januari believ men tenni hold serv play like serv see guy go break say dent johansson restrain ass improv serv go go way melbourn
2005,politics,polic urg pub closur power new power need close disorderli pub bar club week even perman polic chief told mp associ chief polic offic presid chri fox say current hour closur power enough impact bad landlord mr fox comment follow controversi plan allow pub open around clock reject critic call law chang delay instead new licens act could help reduc drunken disord properli plan argu acpo make call strong closur power paper common home affair select committe meet mr fox say abl close premis hour necessarili make impact saturday morn close hour lot pain premis probabl open sunday anyway get manag run disorderli hous without face immedi sanction acpo propos closur order would use agreement local licens author new licens law give polic great power close pub club hour period mr fox say drink industri current regul make money cost human miseri public purs strateg plan process less useless say mr fox say new law due start phase next month could help food outlet public transport public toilet could cope late night drinker stagger close hour solut infrastructur premis properli manag peopl serv roll drunk underag toss street say problem pm be event get grip underli caus acpo want pub club caus extra work polic hospit pay toward cost home secretari charl clark current look idea levi drink industri pay cost extra polic licens chang spark concern among mp council senior polic offic fear could exacerb drink problem cultur secretari tessa jowel tuesday say job bow campaign chang statu quo new law caus current bing drink problem told bbc two newsnight leak document suggest ex home secretari david blunkett brand new open hour leap dark m jowel insist concern met polic job alcohol relat crime would make easy pub close time ad
2006,sport,mirza shock kuznetsova sania mirza continu remark rise victori u open champion svetlana kuznetsova dubai championship tuesday year old indian alreadi huge star home countri front deliri crowd mirza sixth straight victori follow first wta tournament win hyderabad last month earlier daniela hantuchova built improv form win sixth seed alicia molik mirza need attent ankl injuri second game kuznetsova quickli slip stage dramat comeback thrill larg indian conting crowd realli expect ankl turn say mirza play great match think crowd knew play round game happen everyth well miss ball know happen mirza play silvia farina elia jelena jankov next hantuchova risen world turn year number reach quarter final semi final last two event tough first round match glad come say hantuchova serv well decid hang keep fight slovakian meet elena likhovtseva second round russian struggl past tunisian wild card selima sfar likhovtseva need nine match point see sfar get point penalti swear third set seventh seed nathali dechi elena bovina among first round winner tuesday
2007,tech,new delay hit eu softwar law fresh delay hit controversi new european union rule govern comput base invent draft law adopt eu minist plan brussel meet monday suppos discus fresh delay come polish offici rais concern law second time two month critic say law would favour larg compani small one could impact open sourc softwar innov one point intent put item today agenda end could put eu spokesman told reuter agenc ad date chosen discus law decemb poland request time consid issu concern law could lead patent pure comput softwar minist want see phrase text direct patent comput implement invent chang exclud softwar patent poland larg eu member back legisl vital eu say law would bring europ line law work u caus angri debat amongst critic support u patent comput program internet busi method permit mean u base amazon com hold patent one click shop servic critic say similar model europ would hurt small softwar develop legal financi might large compani support say current law let big compani protect invent spent year develop
2008,tech,half uk mobil go onlin multimedia mobil phone final show sign take briton use go onlin figur industri monitor mobil data associ mda show number phone gpr mm technolog doubl sinc last year gpr let peopl brow web access news servic mobil music applic like mobil chat end mda predict mobil uk abl access net via gpr mda say figur three month septemb rapid increas figur time previou year million peopl mobil uk figur mean half phone use gpr gpr often describ g technolog gener sit g g technolog like fast high qualiti broadband internet phone servic offer mobil oper peopl find reason go onlin via mobil download rington still prove highli popular mobil chat bandaid fast ever sell rington year accord mda chat give public prime minist toni blair answer question mobil text chat multimedia messag servic also look brighter mobil uk abl send receiv pictur messag rise last septemb figur recent report continent research reflect continu battl mobil compani actual persuad peopl go onlin use mm say uk camera phone user never sent multimedia messag mm mobil compani keen peopl use multimedia function phone like send mm go onlin gener money critic say mm confus mobil difficult use also issu interoper abl send mm form mobil use one network differ one
2009,sport,tindal aim earn lion spot bath england centr mike tindal believ make summer lion tour despit miss season injuri world cup winner action sinc decemb damag shoulder foot tindal recent sign bath west countri rival gloucest told rugbi special would fit time tour new zealand aim fit april hope play say spoken sir clive woodward understand situat hope get tour year old face stiff competit centr place brian driscol gordon arci gavin henson awar competit intens miss tour australia knee injuri tindal say happi opportun wear red shirt quit laid back honest quit hard expect push test spot say happen season least clive know fresh full interview mike tindal tune sunday rugbi special bbc two
2010,tech,fast move phone bug appear secur firm warn sever mobil phone virus spread much faster similar bug new strain cabir mobil phone viru use short rang radio technolog leap vulner phone soon rang cabir viru affect high end handset run symbian seri phone oper system despit warn far report phone infect new variant cabir origin cabir worm come light mid june sent anti viru firm proof concept program mistak way origin cabir write meant even escap laboratori bug would abl infect one phone time howev new cabir strain mistak correct spread via short rang bluetooth technolog vulner phone rang bluetooth effect rang ten metr risk infect cabir low user must give malici program permiss download handset must manual instal user protect alter set symbian phone conceal handset bluetooth use devic finnish secur firm f secur issu warn new strain cabir say virus damag phone block normal bluetooth activ drain phone batteri anti viru firm sopho say sourc code cabir post net brazilian programm might lead even variant program creat far seven version cabir know exist one insid malici skull program found late novemb symbian seri softwar licenc nokia lg electron lenovo panason samsung sendo siemen
2011,business,fiat mull ferrari market list ferrari could list stock market part overhaul fiat carmak oper financi time report say fiat set restructur busi reach bn bn euro £ bn settlement gm fiat ownership step consid includ list ferrari bring maserati alfa romeo closer togeth say despit strong sale alfa romeo fiat car busi make loss propos paper say could announc within day icon sportscar maker could list separ market fiat own stake ferrari best know domin formula one motor race team first bought busi consid float ferrari opt sell minor stake italian bank mediobanca m euro bn sale valu ferrari own maserati brand bn euro price tag would chang maserati strip financi time say fiat may transfer maserati within wholli own alfa romeo divis effort exploit commerci synergi move would help alfa romeo maserati share market distribut research develop cost maserati ferrari sell car compani broke even fiat itali large privat sector employ comment report chang fiat recent negoti end allianc gener motor u firm agre pay bn exit agreement could liabl buy fiat outright analyst say report restructur evid great flexibl fiat develop busi
2012,entertainment,boogeyman take box offic lead low budget horror film boogeyman knock robert de niro thriller hide seek top spot uk box offic film young man forc revisit traumat childhood experi take £ first three day releas hide seek knock top u box offic boogeyman last month fell one place oscar nomine hotel rwanda also new entri chart number five film score oscar nomin cheadl british actress sophi okonedo make £ first week nationwid releas comedi sequel meet focker shall danc star jennif lopez richard gere complet top five clint eastwood million dollar babi enter chart number eight follow recent success oscar box drama four award includ best film best director make £ m date two new entri remak film flight phoenix teen comedi harold kumar get munchi debut outsid top
